	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 17:56:18 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
           16384    1024  1682453  4271260  5919089  4966426  6248471  4286713  6019150   6601417   9421621  3654551  4035484  6260996  6432115
           16384    2048  1809750  4256708  6145651  5229472  6514431  4714626  6846747   6633278   9183651  4076660  4309294  3225084  3388566
           16384    4096  1658456  4529718  5960159  5370049  6399769  4478938  6311600   5760801   8701084  4320673  4488592  5936474  6452650
           16384    8192  1762091  4216227  5283347  5461379  6279877  4331021  5394922   4844242   6445388  3722856  4662486  5216372  5712909
           16384   16384  1690274  3571177  3875273  4933268  5118462  3579548  4998214   3748442   5281723  3907445  3995131  5264728  5434171
           32768      64  1802317  4771058  7358410  5747744  7214338  4711362  6961470   8387171   6965704  4154141  4222679  7378557  7438861
           32768     128  1812872  4650622  7355259  5760029  7162454  4889881  7190559   8712560   7276982  4287891  4197274  7486268  7579992
           32768     256  1813087  2484533  3509425  5271554  7131237  4748311  7599271   8875729   7842985  4328676  4093514  7636852  7731798
           32768     512  1815914  4572031  6706365  5394669  6756477  4648577  6985175   7939489   6951259  4013776  4082328  6886821  6980917
           32768    1024  1852556  2812233  6199096  5072333  6339491  4300234  6431455   6828312   6456835  3753951  3887529  6253533  6377439
           32768    2048  1801325  4300234  6188489  5260457  6551011  4491204  6586487   6939326   9520039  3835669  3981567  6393756  6614381
           32768    4096  1832988  4383625  3459863  4506076  6159368  4228135  6237923   6164064   9267126  3772499  3806244  6078194  6431455
           32768    8192  1754842  4048417  5575660  5208821  6076044  4169895  5999394   5067844   7184545  3668187  3430501  5500901  6121510
           32768   16384  1698164  2270824  4280679  4486219  5076454  3610846  4959581   4130669   5491450  3333081  4066986  4717507  4908918
           65536      64  1814198  4680142  7534657  5742198  7086526  4460362  7092560   8590523   7157755  4293772  4322332  7493167  7468533
           65536     128  1879059  4752482  7476862  5716642  7234427  4555876  7435401   9005951   7437211  4403414  4441623  7676694  7630028
           65536     256  1809195  4811041  7542306  5799747  7383473  4638130  7445672   8871950   7426161  3995387  4229228  7573686  7714830
           65536     512  1804847  4478311  6505399  5117263  6465006  4208830  6756279   8208298   6744509  3829566  3829140  6797043  6875418
           65536    1024  1800838  4171845  6209571  4923497  6391943  4191374  6185537   6848012   6317317  2676257  3811353  6405647  6176780
           65536    2048  1787035  2759629  6267765  5235290  6431426  4223769  6524237   6908075   4161802  3516420  3518896  6374452  6501707
           65536    4096  1827903  4039957  6102592  5095256  6293020  4118403  6335664   6168187   8932203  3519842  3528925  6247962  6346049
           65536    8192  1749446  4162369  5583680  4964490  6220251  4147046  5743637   5252597   7342058  3428867  2664170  5613441  6099749
           65536   16384  1717441  2999907  4645969  4474302  5350233  3898601  4303654   4225458   5630228  3339430  3254695  4850175  5239881
          131072      64  1790188  4574939  7272113  5578966  6827415  4187888  6778589   8565068   6977853  4142853  4163813  7395174  7317899
          131072     128  1784071  4572731  7280588  5623996  7156526  4465210  7154198   8846652   7128132  4126310  4301796  7508293  7494986
          131072     256  1800613  4534113  7290726  5647684  7265193  4514750  7211727   8968897   7260780  4039446  4022452  7497542  7644861
          131072     512  1797922  3532276  6578559  5235380  6605434  4332954  6629490   8173008   6596794  3793255  3636942  6297620  6662511
          131072    1024  1796811  4121361  6107461  4932500  6053859  4053295  6146725   7156899   6197587  3620368  3610998  6148994  6223758
          131072    2048  1792090  4001955  6146107  4960181  6126586  4122041  6163471   6862699   6045803  3555762  3644536  6262682  6312153
          131072    4096  1810737  3963466  6003352  4951336  6086432  4026281  6116294   6522287   6273473  3498046  3509367  6113981  6251359
          131072    8192  1734142  3957474  5666311  4938659  5977633  3930201  5857451   5648671   7420327  3165997  3098772  5869270  6040157
          131072   16384  1672735  3551146  4668807  4187888  5198351  3660601  4654852   4277529   5473430  2911290  2957794  4768840  5091377
          262144      64  1587749  4111940  7504389  5846481  6999656  3832402  7061105   8504306   7200336  3808784  3797589  7573969  7457612
          262144     128  1694137  4270133  7590229  5831907  7416064  4142210  7594214   9281727   7570944  3926900  3878788  7638690  7726508
          262144     256  1669440  4208047  7519683  5696927  7250954  4045254  7457005   9385117   7543052  3854381  3822516  7823600  7786423
          262144     512  1668548  4041760  6824737  5306989  6514358  4076752  6736674   8009507   6603958  3553669  3538185  6782511  5909738
          262144    1024  1612934  3756768  6273931  5021614  6287637  3719142  6336738   7114378   6390807  3316849  3362371  6368597  6435206
          262144    2048  1681532  3819236  6139614  5052698  6402343  3788704  6000790   6453562   6436788  3351538  3295208  6462324  6468065
          262144    4096  1581019  3840943  5633759  5012594  6185865  3735619  6229358   6509190   6303823  3284145  3139373  6456291  6254196
          262144    8192  1548135  3693518  5405029  4556242  6128150  3837967  6047293   5783773   6157217  2723830  2890258  5871583  6167509
          262144   16384  1449012  3378800  4874741  4452332  5498800  3611743  5090783   4259876   5533280  2629405  2573366  5009351  5556714
          524288      64  1536470  3786785  7616144  5869370  7089099  3431765  6942285   8555352   7350590  3575904  3492154  7629541  7718503
          524288     128  1551469  3447561  7829416  6034412  7638022  3736214  7280357   8805504   7671542  3636517  3545794  7834409  6976379
          524288     256  1547425  3853218  7794588  5979428  7748174  3754458  7743835   9005458   7791798  3544834  3573196  7865345  8023002
          524288     512  1526729  3721337  6969216  5452874  6837975  3699463  6951854   8253513   6897991  3297574  3375143  7011815  7077509
          524288    1024  1531067  3576142  6344395  5113855  6332282  3461470  6447863   6932371   6410477  3121635  3268242  6522856  6542788
          524288    2048  1506245  3630303  6534971  5200606  6498856  3589440  6633278   6908263   6603379  3242231  3212312  6636140  6641010
          524288    4096  1534341  3633243  6566584  5214257  6563782  3578220  6632277   6799915   6545417  3170874  3130639  6617866  6681040
          524288    8192  1483524  3573707  6259035  4862978  6349377  3609359  6377958   5714809   6359017  2815453  2833804  6309806  5507060
          524288   16384  1438545  3241767  5177634  4437363  5155336  3232613  5324514   4337111   5303172  2475427  2468655  5349721  5761283

iozone test complete.
