	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 17:55:20 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
             512      64  1938502  4973263  9814569  8394979 11138071  6652558  9304292   8265729  12215097  5822804  6228097 10434519 10694336
             512     128  1889050  5624545  9304292  8955098 11374040  6246213 10235583   8234036  12215097  6736026  6472112 10856530 11877300
             512     256  1961520  4916336  8701110  9468384 11877300  6736026  9814569   7410080  12146009  4961773  8992598 10434519 11374040
             512     512  1753325  4701087  7115451 11374040 11374040  6571132 10044089   5509113  10284602  6156675  5684095  9145790 11138071
            1024       4  1570483  3781427  6441107  6569179  5564829  3791442  3937426   5096034   5310258  4033569  3908759  6355328  6609617
            1024       8  1818510  4488860  8610501  7066349  7699755  4876180  5417427   6650556   7369466  4715569  4410497  8122014  7826025
            1024      16  1893052  5089995  8750850  6918376  8750850  5451810  7269678   6963241   8326715  5144870  5120336  8593274  9300377
            1024      32  1946237  5277632  9300377  7369466  9923546  5950309  8246774   8076196   9569770  5593820  5479632  9765601 10454984
            1024      64  1907343  5356618  9300377  7208671 10429596  6208343  8542002   8457895  11773301  5720477  5682634  9220512 10906310
            1024     128  1903117  5500686  9569770  7644933 10769573  6355328  8680108   8542002  12071103  5917516  6244448 10796646 11368190
            1024     256  1886400  5444898  9485232  8199542 10990032  6441107 10329265   8122014  11903823  6244448  6874084 10329265 10769573
            1024     512  1834824  5330028  7986094  8391792 10134284  6093831  9240349   6918376   3680961  1841906  3066069  3532609  3937426
            1024    1024   850352  2382379  3379719  4832290  4972145  2875184  4550690   5417427   8262639  5251818  5175871  7883484  8525047
            2048       4  1451540  3413030  6321679  6167360  5293261  3764533  4128177   4875642   5197183  4081105  3821475  6202989  6003564
            2048       8  1793378  5280246  7882079  6359119  7286980  4762117  6568203   7444871   7874853  4462754  4603874  7999524  8097557
            2048      16  1901771  5359311  8608824  6696208  7911115  5293261  7159438   7311791   8643474  5092426  4971585  8866519  8600205
            2048      32  1945270  5020987  9525260  6518362  9610516  5852228  8531869   8036946   9796850  5420181  5280246  9708272  9944290
            2048      64  1912356  5362657  9990553  7112016 10439809  6114678  9535835   8574451  10726615  5674397  5704543 10339282 10192069
            2048     128  1976603  5362657 10037248  7496851  9441504  6284678 10240672   8423109  12345306  5836323  5640860 10503637 10726615
            2048     256  1948800  5277002  9708272  7237860 10780463  6382745 10568250   8722466  11835033  5785224  5986827 10037248 10834854
            2048     512  1923059  4994712  8643474  7503399  9944290  5986827  9653719   7419150  10351742  5521212  6303124  9708272  9796850
            2048    1024  1921339  4717655  7286980  7477273  9179186  5704543  8903279   6802261   9024882  4031308  7361923  8940345  9101380
            2048    2048  1800898  4396514  6503556  9024882  9189005  5674397  8600205   5689430   8830061  5674397  5582208  8464610  8830061
            4096       4  1546787  1595040  2600329  3494822  3433360  2371663  2648024   3290024   5497899  3957760  3676563  6140479  6105563
            4096       8  1806162  4376138  8002526  6659365  7301864  4734303  5936773   6582815   7392988  4485833  4507015  8177752  8028705
            4096      16  1850918  4763181  8501494  6724530  8393502  5291314  7405736   7249484   8569343  4952675  4988629  8620945  9139172
            4096      32  1967279  5327412 10888456  7237268  9614850  5875858  9119767   8108279   9823772  5390937  5476867  9685316 10190895
            4096      64  1997936  5476867 10502389  7542289 10419583  6225028  9614850   8569343  10638969  5657217  5640500 10586522 10665388
            4096     128  2152378  5190597  9707206  7460407 10691939  6368089 10263956   8829180  10895362  5519094  5696610 10867793 11014108
            4096     256  1992144  5611025 10239486  7642951 10425907  6379914 10502389   8806550  12343583  5627567  5728903  9914481  4196552
            4096     512   687007  4618485  8002526  6379914  8944095  5304384  8770583   7001316  10580003  5081590  5504946 10419583 10112910
            4096    1024  1914019  4718699  8047509  6989921  8717180  5633102  8981502   6659365   9163546  5402804  5843879  8847367  8986200
            4096    2048  1922157  4934183  7447471  7512605  8695120  5634950  8393502   6216019   8925508  3911800  7499487  8480511  8829180
            4096    4096  1848330  4334185  6166930  8752710  8824645  5469892  9081201   5572803   8603675  5382492  5397712  8548024  8677553
            8192       4  1530650  3766356  5685116  6050521  4917099  3693481  4015486   5184180   5041185  3733615  3732398  6063334  6182248
            8192       8  1748248  4563770  4986316  6390362  6901200  4498640  5461029   6736139   6527546  4313945  4280090  7249187  7556896
            8192      16  1789028  4401818  7419818  5984134  7845037  5035275  7229358   7218727   8109821  4659702  4870401  8705708  8835550
            8192      32  1910380  4887722  9073541  6814966  8779111  5614514  8250021   8032094   9244426  5126937  5227560  9695717  9617018
            8192      64  1881096  5000831  9256879  6804170  9717654  5919188  9339916   8551866   9812005  5439416  5319828  9603578 10175219
            8192     128  1909531  4697286  8054689  6127127  9403821  5851647  9256879   8761203  10178233  5165475  5365518  9505279 10422130
            8192     256  1905613  5557305  9416708  6931830  9919649  6715075 10100441   8358395   9775714  5060489  5019826  8817411  9403821
            8192     512  1879758  4392252  8325988  6506533  9112041  5591672  8981046   7795202  11488455  4804344  4896777  8952964  8808369
            8192    1024  1885431  4612165  7307775  6263389  8086916  5309142  7313997   6480761   8808369  4203126  4638941  7340560  7468200
            8192    2048  1813197  4449702  6054786  5614514  6954278  4779617  6091282   5136133   8679319  4521133  5244315  7629045  7937463
            8192    4096  1831366  4543853  6224809  6580049  7765253  4928384  7218727   5752696   8480105  3020687  4838169  6742748  7111158
            8192    8192  1706315  4277426  5126172  7340560  7419818  4652131  7019632   4867641   6879094  4940431  4862131  6872214  6959913
           16384       4  1504900  3693442  5392805  5368371  4585637  3414665  3708591   5256271   4418461  3365664  3466862  5231064  5297194
           16384       8  1706476  3932713  6241661  5288633  5524159  3974566  4936458   6651899   5779211  3967223  3932713  6246767  6263278
           16384      16  1776027  4392478  6866587  5642083  6342474  4496228  5968960   7242926   6553571  3774176  4380718  7198918  7195903
           16384      32  1816399  2311467  5373408  5601154  7176364  4978660  7262828   7680895   7440550  4671678  4564923  7519524  7656078
           16384      64  1871353  5118462  7787080  6075022  7791495  5104015  7367164   8427902   7645006  4682501  4535997  7620421  7674033
           16384     128  1846662  4703976  7400486  5830203  7633965  5307422  8086731   8986690   7880849  4758371  4691772  7846654  7907146
           16384     256  1918477  4826210  7717122  6155008  8102942  5359578  8163585   8837602   8410367  4739337  4765631  8000120  8560181
           16384     512  1852136  4133302  6747917  5291891  6907309  4874826  7239873   7877236   7376654  4295556  4417325  7227690  7356911
           16384    1024  1858850  4594528  6377792  5291891  6806735  4671678  6671272   6106332   9052988  3849441  4109326  6163841  6579926
           16384    2048  1812757  4413920  6142904  5300463  6646751  4662486  6662863   6569233   9799141  4135291  4197940  6442970  6670624
           16384    4096  1823919  4549812  6270136  5806066  6294257  4446191  6611579   5803614   8804764  4173212  4655852  6206148  6473317
           16384    8192  1727713  3919479  5031885  5282129  6104704  4211834  5231064   4602221   6968951  3628692  5055205  5312756  6023899
           16384   16384  1660460  3796067  4386590  5696807  5572991  4008882  5637917   4066528   5479669  4120661  4080776  5464853  5529493
           32768      64  1757108  4689179  7302889  5758823  7301337  4896676  7212823   8475616   7355259  4341392  4365662  7545038  7616960
           32768     128  1812800  4693183  7405193  5696761  7199976  4674507  7322342   8733044   7385297  4393715  4531033  7772463  7888451
           32768     256  1839145  4789179  7503434  5739823  7350539  4723019  7570806   9122575   7828243  4376088  4390767  7677379  7764997
           32768     512  1251688  4448466  6669590  5284323  6631936  4485048  6781480   7368272   6819503  3935619  4029427  6949502  6650870
           32768    1024  1856535  4278947  6315023  5184848  6553510  4132656  6123964   6547266   5695816  3627141  2279184  6496512  6582386
           32768    2048  1882988  4256155  6197698  5069339  6183755  4102066  6448958   6610564   9124998  3762481  3738939  6164064  6385142
           32768    4096  1778067  2249785  5925419  5184066  6268936  4282280  3549394   5967613   9128028  3690051  3522648  5779163  6142027
           32768    8192  1268708  2442455  5015689  4917173  5822498  3903760  5258847   4811815   6626500  3663689  3471135  5170025  5929765
           32768   16384  1619867  3900548  4613313  4837388  5235210  3679284  4865473   3995108   5155480  2563594  4060498  4746999  5083402
           65536      64  1761204  4667189  7602804  5943845  7176443  4573690  5889213   8679220   7079591  4199956  4351619  7612489  7578907
           65536     128  1806389  4339596  5825930  4454652  5716166  3431906  7251221   8727721   7355221  4175584  4201560  7566806  7685709
           65536     256  1846605  4718220  7355221  5767983  7404356  4560941  7319185   8894629   7336375  4008321  4172415  7583297  7553706
           65536     512  1801925  4323828  6356615  5130347  6388675  4254759  6644730   8160293   6624552  3721113  3757328  6705842  6692129
           65536    1024  1804598  4163125  6102051  4924908  6055805  4113719  6227297   7029621   6153688  3627802  3705362  6165697  6153550
           65536    2048  1786443  3983922  6076556  4987550  6183867  4149926  6275062   6734759   6251657  3580034  3685292  6210694  6163485
           65536    4096  1777203  4050673  6051406  4921205  6076018  4088570  6127214   6254075   8679220  3512286  3358936  5932428  6095826
           65536    8192  1688991  3966789  5618260  4958490  6050740  4033732  5724141   5371877   7633842  3443428  3207974  5696738  6059677
           65536   16384  1701389  3655300  4566623  4515091  5238283  3689893  4966374   4076625   5415800  3274507  3007489  4741742  5021903
          131072      64  1725629  4296719  7285026  5615781  6764243  4364984  6850983   8862768   7028435  4145352  4196327  6183784  7381868
          131072     128  1773372  3856641  7219209  5655528  7152243  4481407  7102714   9380409   7206150  4198602  4283261  7501429  7416523
          131072     256  1763451  4633158  7220821  5611940  7193891  4516902  7284640   9247239   7251968  4023836  4058082  7471863  7577215
          131072     512  1761508  4427380  6464383  5173159  6435175  4262670  6494242   8274743   6458308  2995653  3412262  5171748  6561443
          131072    1024  1705045  4111774  6084478  4802585  5917983  4045659  6162020   7135904   6142399  3619676  3618176  6019390  6294591
          131072    2048  1747998  4117256  6188796  4987134  6154226  4157327  6349773   6982639   6419170  3631704  3619462  4198185  6275908
          131072    4096  1763327  3978640  6087578  4934404  6185037  4146133  6247735   6671728   6303685  3533048  3524757  6204862  6368014
          131072    8192  1746277  3884052  5655528  4887639  6025460  4149169  5931391   5390565   5067723  3244128  3196258  5876610  6129455
          131072   16384  1674079  3600097  4616506  4401786  5225726  3606426  4758480   4246766   4470693  2863210  2847416  4805734  5251483
          262144      64  1604848  4056463  7379183  5701151  6879867  3917749  7176556   9011813   7303938  3866661  3941709  7541138  7555440
          262144     128  1577981  4109666  6371217  5919346  7388257  4107424  7368748   8925563   7499884  3878049  3876545  7684120  7727377
          262144     256  1638870  4271742  7594004  5841387  7393722  4184537  6351013   9146681   7476781  3744907  3705218  7649372  7624441
          262144     512  1627859  3900211  6620660  5368058  6526189  3877994  6597935   8325230   6613651  3424610  3357545  6706678  6774654
          262144    1024  1649264  3750374  6169551  5013280  6197406  3780016  5536763   6952870   6390473  3404516  3447406  6393297  6497727
          262144    2048  1665876  3861528  6382534  5105344  6471720  3801003  6560300   7104954   6503838  3357156  3366860  6592357  6499647
          262144    4096  1664373  3820829  6373396  5097699  6389099  3869002  6446109   6799372   6501107  3299480  3277664  6391104  6473015
          262144    8192  1635231  3771963  6126853  4907683  6238547  3819223  6191229   5740591   6316570  3097898  2982229  6041577  6309719
          262144   16384  1575507  3431836  4994742  4618286  5447365  3517899  5186429   4279840   5368950  2682489  2636441  5077829  5397917
          524288      64  1242165  3395336  7638897  5926634  7251141  3565832  7312751   8598976   7426177  3613689  3544640  7806902  7851584
          524288     128  1558382  3862755  7876812  5904467  7548174  3661226  7616144   9046023   7735608  3633471  3679444  7831982  7845086
          524288     256  1529388  3767109  7644022  5894448  7591220  3647374  7717609   9099853   7844022  3192612  3540166  7881781  7830922
          524288     512  1559267  3672899  6746550  5308870  6612851  3603604  6616194   8220254   6702483  3279609  3293889  6767707  6834044
          524288    1024  1517217  3562124  6441838  5125858  6319162  3473944  6466463   6993863   6456268  3134642  3181338  6392587  6378828
          524288    2048  1530548  3606825  6193231  5146083  6333741  3510344  6386201   6965044   6426194  3140332  3022023  6603280  6626741
          524288    4096  1449446  3635561  6535457  5144217  6464315  3630723  6569939   6906245   6607109  3124891  3219197  6567643  6607447
          524288    8192  1476289  3437457  6237146  5007147  6363709  3510703  6305084   6010825   6339091  2894377  2935378  5919742  6370217
          524288   16384  1445514  3270687  5281431  4474098  5404309  3428084  5203128   4411043   5589011  2581656  2499430  5412729  5680501

iozone test complete.
