	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 18:00:52 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
            2048      64  1426945  3953383  6608629  5719737  7237860  4096676  7231767   6261772   7761014  4096676  4321315  7503399  7789164
            2048     128  1492654  4130162  7846081  5900467  8059569  4540600  7698414   6543188   9389900  4396514  4818211  8067138  8036946
            2048     256  1459928  3969827  7754008  6097316  8159088  4818211  8067138   6420913   9062970  4423683  4666399  8190205  9101380
            2048     512  1434092  3855782  6851089  5937172  7562855  4550221  6895083   4697018   6851089  4008732  4666399  7065219  7112016
            2048    1024  1391351  4048407  6114678  6114678  7311791  4469720  7112016   4686767   7368238  2901215  6503556  7262337  7293167
            2048    2048  1240458  3644736  5119743  7643611  7733066  4829046  6780783   4472047   7183386  4358590  4559883  6984790  7082696
            4096       4  1089899  2905044  4691638  4893426  3960497  2830848  3281854   3980686   4117102  2915397  2942360  4934183  4875373
            4096       8  1355327  3352296  6114255  4959824  5411313  3574071  4654774   4763181   5334028  3459633  3424463  6178018  5826043
            4096      16  1250281  3589754  5980170  4708354  5961494  3564431  5402804   5325760   6103394  3543844  3313502  6005255  6068897
            4096      32  1223741  3647681  6066754  6225028  9312562  5753847  8695120   8096815   9394037  5332372  5107271  9897345 10142762
            4096      64  2015752  5438722 10288543  7529067 10394367  6140479  9846293   8603675  10560492  5657217  5618365 10502389 10502389
            4096     128  2000030  5519094 10560492  7656576 10752164  6351609 10638969   8788530  10319444  5572803  1852515  4275933  5558378
            4096     256   983403  4946971  9062041  7209932 10528134  6114255 10319444   8920873  11470025  5250883  5657217  3828122  3886139
            4096     512   709624  4208889  7123239  6114255  8535284  5178081  8463799   7212959  10560492  5081590  5389246  9139172  9707206
            4096    1024  1929497  4735608  7742845  6758923  8717180  5404504  8480511   6510471   8865630  5057654  5382492  7998800  8224733
            4096    2048  1901520  4540367  6883496  7185807  8642630  5483860  8308260   6122971   8717180  3778448  6850558  8607986  8569343
            4096    4096  1637143  4644707  5969780  8224733  8344580  5238075  8240513   5192166   8142867  5327412  5127086  6790983  8062616
            8192       4  1392502  3660429  4643957  5572627  4866952  3747460  3951754   5188093   4919916  3707029  3554036  5497729  5553712
            8192       8  1677983  4610309  7361004  6201216  6763986  4586309  5598961   6470997   6912307  4231075  4320998  7570215  7937463
            8192      16   759284  3200182  6906749  5834754  7124429  4763052  6325656   7185515   7173514  4486305  4623336  8159896  8393104
            8192      32  1816360  5133064  8368573  6379683  8705708  5509188  8206671   8192973   8883522  4893987  4734829  3287445  3523423
            8192      64  1261889  4491583  8360428  6522590  9660279  5814021  9133841   8568928   9916786  5389081  5224380  9185117  9695717
            8192     128  1866078  5207752  8428103  6429825  9437399  5914094  9042498   8876637   9406396  4988488  4835445  8175428  8622688
            8192     256  1775898  5035275  7891886  5868638  8317926  5793435  9112041   8734477   9582152  4997921  5098030  8885819  9558162
            8192     512  1801220  5191229  7756488  6114043  8242105  5618186  8790341   7530397  10711290  4922735  4792951  8633521  9112041
            8192    1024  1862235  4609690  7685357  6321001  8334066  5403489  7779318   6638529   9214676  4496285  4929091  7678487  7846828
            8192    2048  1850401  5063472  6769317  6713763  8631352  5250727  6937429   6186701   8471741  4290780  4782278  6623173  6948652
            8192    4096  1704537  3711835  4995015  5984134  7578564  5095007  7494262   5889763   8596799  3558822  5382328  6470997  6848927
            8192    8192  1578755  3998198  4657175  6122759  6532510  4311780  5343822   4437634   6748045  4805016  4992112  6542461  6742748
           16384       4  1464428  3713400  5430735  5355819  4369020  3246874  3584402   5083626   4325296  3298618  3315968  5047407  5063026
           16384       8  1638213  4166633  6229213  5392805  5607095  4104418  4332113   6622411   5753084  3086600  3823525  6184922  6402750
           16384      16  1794532  4439011  6131941  4517212  6048288  3978477  6161631   7133159   6019150  4057404  4249075  6827021  6761860
           16384      32  1806562  4723051  7105134  5674696  7344330  4941072  6966125   8046960   7542634  4602221  4585637  6924710  7437329
           16384      64  1838657  4702688  7433306  5779211  7288248  4930437  7179363   8457984   7189127  4532407  4617684  7508843  7866415
           16384     128  1850042  4876209  7670606  5938526  7473727  4981186  6633278   8860391   7518702  4665018  4663751  7352975  7652668
           16384     256  1858649  4780882  3411952  2573685  6829057  4685055  7477794   8855824   7620421  4362087  4442455  7502285  7660346
           16384     512  1851538  4546200  6023371  5538853  7104399  5045925  7314624   7687769   7627187  4310375  4324208  6750568  7186120
           16384    1024  1807988  4284575  6320888  5303735  6898295  4694656  6709703   6475757   8780015  3997920  4267811  6798654  7004468
           16384    2048  1862275  4229201  6145651  5357907  6742620  4577695  6450228   6679052   9454025  4106380  4256708  6377792  6537983
           16384    4096  1773735  4204361  5837136  5394922  6533011  4516025  6178250   5736755   8884447  4193585  4381835  5936474  6438141
           16384    8192  1761324  4345811  5327997  5565318  5714809  4252230  6325543   4710748   6119927  3382395  3106694  5307422  5964297
           16384   16384  1597020  3689278  4095123  5324694  5521940  3711796  5249445   3987249   5485356  4024612  4156301  5518393  5599328
           32768      64  1174653  4727731  7327417  5703617  7171798  4610064  7092596   8801835   7415181  4472933  4482561  7486268  7581665
           32768     128  1832548  4506667  7334065  5797691  7545038  4755869  7299398   8761436   7606421  4431112  4632752  7590458  7681241
           32768     256  1870533  4871164  7381727  5999132  7317274  4792018  7380142   8921823   7403597  4134770  4392451  7576232  7724845
           32768     512  1809173  4418576  6694279  5328990  6732647  4620292  6845317   7930326   6994417  4058459  4228135  6983755  7039196
           32768    1024  1830108  4383765  6291895  5084342  6459567  4317932  6473257   6914539   6531398  3835669  3978685  6650870  6703748
           32768    2048  1800947  4174201  6195463  5086600  6367688  4324726  6402394   6709312   9694634  3755285  3744440  6188489  6357673
           32768    4096  1800735  4151506  5873508  5074018  6146697  4016239  5913945   6054631   9193975  3668971  3966628  6136268  6358850
           32768    8192  1213666  3883794  5323004  4943881  5785245  3949871  5419772   4608827   6718823  3522648  3360792  5566176  6119057
           32768   16384  1711487  3598461  4418008  4737345  5487942  3792172  4755869   3834706   5260457  3055570  4107829  4708779  4866679
           65536      64  1698750  4576888  7284079  5860335  7107231  4457614  4293504   8634508   7123439  4117354  4260562  7581624  7527641
           65536     128  1832766  4530346  4851288  5483213  7354631  4609740  7332266   8963953   7493371  4294309  4290086  7725454  7697331
           65536     256  1798211  4307026  7454961  5605199  7274441  4590647  7505443   8833460   7541479  4111626  4079953  7548520  7311009
           65536     512  1865693  4500160  6722900  5348984  6749311  4474375  6860832   7814846   6883338  3882905  3704513  6778605  6951225
           65536    1024  1875892  4329753  6318479  5055987  6272055  4151243  6377558   6946833   6367069  3580640  2707655  6201306  6277355
           65536    2048  1795158  4171908  6317317  5066985  6297922  4254232  6363385   6891276   4173999  3529333  3424595  6372088  6333182
           65536    4096  1795205  4094722  6155893  5107279  6328371  4149926  6242145   6108831   8905580  3548010  3465482  6128170  6398043
           65536    8192  1714559  3850326  4153626  4892911  5898818  4031720  5899831   5331554   7254475  3310393  3300734  5752291  6031753
           65536   16384  1670423  3596522  4660147  4423326  5236187  3740608  4898055   4042452   5245480  3190659  3223474  4771042  5055615
          131072      64  1425497  4380601  7113743  5408384  6816325  4315811  6867071   8722433   6827754  4091394  4159969  7112270  7220441
          131072     128  1776208  4483564  7271247  5671397  7177736  4472366  6794422   8847791   7285026  4278095  4235772  7422431  5226570
          131072     256  1788016  3525707  7219588  5673621  7089616  4416177  7147594   8940891   7265289  4062370  4128510  7395174  7532882
          131072     512  1780915  4264588  6521668  5165382  6401232  4261249  6555184   8106961   6469176  3752860  3804254  6497696  6595765
          131072    1024  1769833  4125257  6113165  4966903  6167205  4157830  6184967   6989741   6130891  3611402  3608699  6151333  6226366
          131072    2048  1774838  4054940  5858262  5008078  6175033  4078010  6084209   6302168   6107393  3488369  3443381  6085354  6148719
          131072    4096  1729641  4008813  6013530  4902108  6139518  4094350  6166651   6633890   6309473  3564154  3286091  6129455  6221997
          131072    8192  1769855  3985765  5707431  4889290  5957229  3953917  5699325   5149174   7304579  3286483  3081076  5886868  6091017
          131072   16384  1639096  3545740  4489092  4287169  5193636  3793046  4801536   4389239   5641657  2806683  2807213  4835534  5125411
          262144      64  1549992  4079308  7399344  5706981  6820969  3874783  7039721   8694966   7123089  3836387  3801384  7428289  7525962
          262144     128  1628607  3863631  7457207  5744370  7201751  3995974  7277928   8969834   7462927  3896203  3488045  6297613  7556531
          262144     256  1629152  4221668  6143936  5785569  7471040  4137767  7563965   9163375   7651820  3794955  3825016  7811927  7754572
          262144     512  1592514  3974107  6609953  5179368  6447697  3918154  6563942   8195353   6604157  3439533  3437770  6680354  6703938
          262144    1024  1625213  3729625  6110746  4909612  6080131  3734287  6140197   7052952   6149125  3350976  3325637  6135776  6246415
          262144    2048  1672294  3788378  6244358  5065291  6330609  3793750  6388468   6924975   6405812  3339881  3025492  6338565  6345149
          262144    4096  1645877  3732804  6230416  5010104  6271856  3771963  6278445   6789002   6334146  3198283  3233831  6267637  6306679
          262144    8192  1635202  3534795  5888879  4829561  6148712  3780120  6023407   5772326   6171594  2977859  2936958  5997059  6127570
          262144   16384  1518996  3331431  4908516  4448477  5553318  3495119  4991205   4306696   5638006  2595178  2596207  4997898  5286448
          524288      64  1384661  3767464  7603110  5814433  6983247  1580971  7285012   8598405   7309080  3562395  3232437  7778871  7747464
          524288     128  1561849  2857808  7660558  6064082  7464239  2618533  7567786   9025269   7649127  2572005  3594709  7843575  7883080
          524288     256  1565155  3923689  7667049  5908735  7626895  3667117  7651815   8982468   7805987  3544166  3523275  7891511  7861099
          524288     512  1525827  3663428  6748123  5322452  6609691  3585168  6737723   8089349   6671595  3282007  3265573  6885205  6857914
          524288    1024  1501273  3335801  6332209  5138411  6365183  3528040  6409393   7152043   6409617  3240167  3216371  6362421  6502007
          524288    2048  1521315  3603752  6211933  5167135  6480527  3575753  6588699   7022429   6560903  3196060  3176348  6591088  6609949
          524288    4096  1538358  3620269  6527154  5203030  6465494  3674262  6546313   7136863   6643036  3191547  3154178  6463194  6515724
          524288    8192  1500262  3598362  6245684  5124556  6167298  3553507  6334891   5248130   6348553  2870735  2876658  6077994  6457463
          524288   16384  1462860  3265287  4890382  4415391  5647458  3410470  5348836   4337659   5412010  2472591  2484118  5282078  5479546

iozone test complete.
