	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 17:53:01 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
             512     256  1904125  4784885  8992598 10235583 11877300  7022379 10044089   7540170  10911694  4660280  9814569 10235583 11943357
             512     512  1677976  5177083  8018812 11877300 10694336  5624545 10284602   6652558  11620224  6736026  4973263 10044089 10641343
            1024       4  1625769  4018473  6364746  6569179  5507740  3764854  3970183   5564829   5885083  3984917  3835457  6163794  6093831
            1024       8  1738286  4321737  7941793  6559147  7631350  4470172  5690162   6609617   7369466  4679604  4456258  8000971  8610501
            1024      16  1893052  4720752  8750850  6317933  8610501  5363307  6692005   7160597   8457895  5042191  4949226  8122014  9142007
            1024      32  1992279  5593820  8680108  7160597  9946527  5630486  8000971   8000971   9855234  5390231  5424269  9485232  8262639
            1024      64  1965834  6059442 10134284  7685976 10796646  5991815 10329265   6874084  12983353  6609617  5885083  7755368 10531896
            1024     128  1969440  5303701  9142007  7644933 11018226  5885083  9855234   8262639  12348754  6093831  6364746 10329265 10878686
            1024     256  1969440  6208343  9320560  8326715 11132462  5789881 10557785   8391792  11773301  6355328  6918376 10557785 11249091
            1024     512  1918418  5813392  7941793  8408221  8750850  6137371  9743447   7927135  10230845  4396951  8542002  8000971  9855234
            1024    1024  1729884  4762630  6441107  9142007  9485232  5623115  8750850   5623115   8822754  5564829  5564829  8542002  9240349
            2048       4  1555075  3592903  6225466  5689430  4994712  3743207  3594407   4666399   5345969  3828288  3901313  6261772  6243566
            2048       8  1608961  1680082  2921939  2546821  2745435  1644697  1573015   2380930   2676988  1589902  3219850  5738844  5836323
            2048      16  1331606  3517861  8229438  6563185  8190205  5280246  6962145   7159438   8565901  4785996  4707314  8431376  8600205
            2048      32  1889639  4697018  8128206  6503556  8940345  5670651  7477273   7940367   9697312  5056455  5376082  9431138  8678404
            2048      64  1959916  5280246  9441504  7589584 10503637  6149699  7112016   8531869  10607402  5626082  5769681 10289741 10713237
            2048     128  1995892  5507054 10452512  7754008 10889797  6359119  9990553   8713618  12488897  5769681  6041567 10143926 11187641
            2048     256  1941313  5769681 10179991  7940367 10945301  6401772 10726615   8423109  11917129  5403134  6132138 11058022 11187641
            2048     512  1977058  5225638  9024882  7817519 10192069  5970183  8903279   7726111  10555264  5674397  6041567  9796850 10401883
            2048    1024  1863809  4864597  7529708  7368238  8866519  5674397  8784909   6759439   8940345  4086930  2893397  3341339  3751381
            2048    2048   727048  2893397  3777778  5135046  5800851  3266376  6939647   5107566   8159088  5184636  5156624  8292998  7262337
            4096       4  1543313  3107900  6272759  7024216  5178081  3686820  4012295   5038371   5666546  4039655  4051086  5535098  5611025
            4096       8  1657040  4906002  8127459  6672297  6967243  4659824  6480999   7087972   7249484  4587653  4612286  8459632  8224733
            4096      16  1886694  5402804  9119767  6801738  8240513  5087609  7277121   7656576   8655693  4934183  4941279  8356757  8865630
            4096      32  1907855  4969868  9267351  7149920  9503161  5611025  8292220   7225093   6661947  3611639  4791076  8620945  9287391
            4096      64  1844955  5833956  9801354  7076294 10745439  6041154  9707206   8328399   6293440  5475122  5375755 10425907 10270092
            4096     128  1930147  5151685  9729195  7123239 10089154  5867831 10012712   7774379   9823772  5689064  5672159 10691939  9773474
            4096     256  1776099  5297841 10394367  7558881 10344298  6351609 10142762   8642630  12299398  5375755  5633102 10160758 10985935
            4096     512  1956079  4871226  3427880  2680666  3842678  2059490  3849566   3230023   8142867  3931494  4297324  7629374  7892238
            4096    1024  1914873  5461198  7954358  6930704  8944095  5642353  8829180   6595451   9124610  5171846  5767368  8712759  8607986
            4096    2048  1894600  4830139  7123239  7380284  8829180  5497899  8625273   6216019   8902382  4125010  7264812  8260324  8847367
            4096    4096  1810159  4735608  6131713  8770583  8806550  5440445  7625987   5542240   5596402  5320812  5360658  8393502  8430572
            8192       4  1495474  3672165  5591672  5915112  4979812  3480240  4011735   5139206   4875931  3715447  3670204  5793435  6548696
            8192       8  1766676  4518161  7640921  6725591  6758664  4327528  5704938   6672045   6611703  4162392  1579626  3976450  4021596
            8192      16  1767039  4992112  7913697  6364322  7699133  4796296  6775991   7154097   7832518  4638941  4459520  7629045  7939297
            8192      32  1758358  4346140  7954000  6091282  8144423  4887722  7899143   8159896   8603257  5029378  4946832  8846925  9202337
            8192      64  1861428  5696426  8913481  6901200  9558162  5993529  9625100   8384911   9614327  5716328  5400092 10447482  9750747
            8192     128  1961194  5708730  7249187  6989645 10012145  6150158 10278712   9102385  10015063  5490700  5323125  9635897 10003400
            8192     256  1906035  2009246  4454317  3316639  4866952  4021596  8393104   8952964   9845745  5107124  5136133  9362822  9603578
            8192     512  1926555  4815791  7699133  6296676  8668371  5385702  8342160   7509002  10556617  4457206  4703073  7816482  8047143
            8192    1024  1846721  4280090  6445505  5642173  7481208  4935463  3255981   2573800   7550253  3523784  3782110  6633402  6877717
            8192    2048  1837634  4992112  6983962  6059057  7968758  5389081  8242105   6177802   8650911  4673010  5028642  7049878  7453619
            8192    4096  1881920  5095007  6049456  6475875  7656244  5041185  7468200   5756551   8198838  3695070  4566802  6665573  6919267
            8192    8192  1722482  4435342  5059743  6480761  6575012  4461836  6621897   4779617   6982543  4941141  5010310  6954278  7193036
           16384       4  1506979  3658053  5264728  5257880  4350488  3185024  3607169   5073867   4437864  3356786  3472643  5298828  5285379
           16384       8  1693607  1739830  5696807  4808986  5316044  3674483  4761338   6797981   5283347  3732967  3896367  6286771  6374834
           16384      16  1830186  4621721  6769854  5751158  6614761  4507139  5992382   7324760   6722831  4198966  4210802  6761860  6887233
           16384      32  1777957  4406844  6716917  5324694  6480642  4567654  6617309   7930873   6992351  4437578  4309564  7183116  7268206
           16384      64  1839888  4712363  7340408  5761284  7236824  5074242  7249803   8673628   7798569  4699794  4766953  7922644  8027220
           16384     128  1872475  4721753  7275131  5595681  7360062  5129541  7275131   8542092   7491652  4662486  4537195  7313846  7494921
           16384     256  1819236  4497405  6933793  5394499  7142056  5007319  7714523   8627891   7801225  4503594  4552524  7564220  7699828
           16384     512  1827752  4443891  6491662  5307422  6722831  4738030  6861103   7760698   7198918  3981705  4197940  6826343  7102196
           16384    1024  1832089  3920597  6158870  5072369  6635840  4658693  6422497   6387277   8870685  3988175  4187197  6338379  6499029
           16384    2048  1820634  4163604  5893706  5089650  6370697  4547403  6515049   6571746   9167723  3902784  4126848  6026012  6277582
           16384    4096  1781044  4306053  5724330  5291891  6460536  4263310  6171037   5683144   8051674  3883376  4230243  5779211  6088478
           16384    8192  1723726  3920374  5004402  5094556  5944691  4067491  5391536   4659640   6058953  3381563  4307133  5102499  5849060
           16384   16384  1612572  3667815  4148773  5439333  5443210  3785611  5350814   4008648   5352482  3975945  3957399  4995307  5264728
           32768      64  1747613  3874160  7034873  5555601  6869610  4416304  6688741   8429869   7004755  4196762  4325814  7233703  7281994
           32768     128  1811200  4764773  7301337  5748706  7196960  4799716  7236750   8808605   7270438  4337282  2514212  7608105  7754045
           32768     256  1840474  4725130  7418784  5753760  7345432  4661822  7542967   8990103   7695433  4378458  4400045  7786995  7562475
           32768     512  1759155  4293517  6509435  5155480  6823566  4626358  6743879   8249733   6775797  3934267  4007339  6921852  6940728
           32768    1024  1823770  4210777  6192113  4995090  6322286  4314408  6296796   6285852   6183755  3656769  3929543  6548514  5990503
           32768    2048  1807389  4295798  6070409  5031849  6159368  4202665  6208617   5158576   7652585  3141978  3810254  6358850  6496205
           32768    4096  1809388  4244588  6146697  5174892  6454106  4328676  6322286   6166277   9074390  3765986  3954189  6189882  6397625
           32768    8192  1737714  3911204  5475916  5034983  6055698  4117551  5831639   5045889   6404781  3600818  3715991  5376100  6139832
           32768   16384  1731104  3759908  4591275  4901740  5416995  3802348  5343701   4103659   5523006  3210980  4258925  4895106  5158770
           65536      64  1582606  4653205  7463260  5812993  7314316  4591644  7216005   8449772   7205035  4266117  4176409  7384267  7442245
           65536     128  1836832  3163850  6689360  5743757  7140649  4473501  7242242   8952859   7402761  4202396  4329821  7484802  7549349
           65536     256  1828158  4730481  7193157  5632650  7263292  4657857  7381887   8935978   7423553  4107817  4125387  7534657  7366062
           65536     512  1815192  4440690  6146120  4921558  6183172  4375517  6910854   8429302   6723722  3820890  3996375  6866659  6971853
           65536    1024  1856695  4028293  5573264  5059989  6318479  4200726  6328954   6904952   6288845  3630198  3656710  6267765  6285250
           65536    2048  1804255  4157584  6285825  5095256  6263623  4131340  6214906   6917463   6169294  3591212  3731265  6278502  6336248
           65536    4096  1813133  4129788  6054071  5026126  6238603  4114273  6269052   6508634   8991222  3584702  3440196  5941660  6042493
           65536    8192  1741962  4116552  5620557  5051249  6024614  4081952  5735608   5114787   6978579  3284014  3109204  5678614  6248672
           65536   16384  1705422  3550760  4732191  4505692  5333726  3709913  4757582   3855781   4580091  2986511  3036761  4679106  4915661
          131072      64  1505830  4486454  7153825  5697553  6740937  4264026  6028235   8449747   7033290  4217380  4005133  7366042  7378103
          131072     128  1804650  4534711  6463699  4188813  7074198  4525342  5343359   8858627   7107213  4173993  4365712  7050247  7003632
          131072     256  1786744  4577796  7279817  5639457  7236789  4495700  7283385   9242730   7321213  4032483  3756809  7324529  7427445
          131072     512  1790380  4354404  6539900  5248976  6544493  4305063  6620468   8383771   6587546  3831616  3745649  6668653  6746231
          131072    1024  1788034  4108701  6092097  4906702  6124880  4168422  6169835   6913445   6132600  3613776  3634321  6253421  6211592
          131072    2048  1755327  4137241  5605417  4958079  6169212  4044409  6211592   7173428   6242698  3606521  3586990  6339668  6278345
          131072    4096  1783631  4211694  6180864  5002017  6180308  4158522  6116838   6788885   6327410  3537527  3498157  6151058  6273831
          131072    8192  1772560  4029528  5560064  4895691  6070973  4113220  5865575   5745246   7468919  3253786  3237231  5858762  6183854
          131072   16384  1700688  3527811  4751077  4301796  5296257  3776422  4892206   4384968   5230100  2870101  2917052  4865362  5199383
          262144      64  1617683  4172200  7496254  5815589  7019900  3978392  6968778   8381905   7157915  3815340  3875056  7615358  7616308
          262144     128  1680473  4185668  7573343  5719063  7280964  4132029  7383296   8873053   7446046  3925778  3598304  6886201  7715989
          262144     256  1668878  4280807  6299092  5681120  7370427  4178590  7523336   8832922   7577309  3837230  3634775  7705121  7782676
          262144     512  1623854  3979055  6680354  5315584  6631361  4026234  6800970   8374627   6621138  3496842  3476476  6833432  6991066
          262144    1024  1653602  3771316  6205450  4948925  6123850  3796095  6174922   6954541   6241664  3331179  3280451  5398235  5464177
          262144    2048  1641528  3733653  5900414  5083581  6349766  3788978  6350976   7080202   6347786  3321598  3292406  5519642  6349473
          262144    4096  1570372  3872190  6270354  4038894  5488562  3092931  6234090   6922533   6312944  3289293  3287032  6227452  6284007
          262144    8192  1589165  3769093  6090707  5046483  6245989  3794130  6108031   5780064   5523468  3042840  2956830  6113295  6326165
          262144   16384  1524766  3382157  4967011  4247731  5258435  3385656  5140287   4355850   5577658  2529957  2594510  4843945  5544274
          524288      64  1504693  3855907  7693605  5905149  7220404  3391189  7263908   8625995   7272868  3637094  3623872  7792958  7821007
          524288     128  1569062  3925636  7755853  5943421  7531035  3633471  7583863   8986138   7695867  3641576  3698548  7872074  8018234
          524288     256  1564034  3865892  7736969  5970645  7659091  3639930  7810506   8951497   7865570  3505722  3518427  7947612  7162410
          524288     512  1509702  3557024  6962375  5443695  6887836  3623150  6877604   8372262   7014365  3245542  3287979  6788558  6813715
          524288    1024  1572323  3550644  6382234  5173505  6423848  3521525  6449281   6993485   6529441  3210366  3192320  6474936  6532040
          524288    2048  1579124  3606281  6446351  5107738  6391416  3523698  6518235   7213062   6475966  3156401  3154468  6506509  6525450
          524288    4096  1522945  3576823  6432115  5233043  6485267  3561668  6528394   7020478   6553590  3100758  3122265  6547619  5999068
          524288    8192  1552930  3695316  5902343  4937444  6260906  3550351  6187097   5720666   6021177  2900868  2866966  5518060  6511113
          524288   16384  1500628  3273340  5156859  4471306  5406142  3186095  5285963   4491883   5672822  2513511  2493309  5298138  5650505

iozone test complete.
