	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 17:57:30 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
             256       8  1588832  4734192  7965107  6761355  8271916  5242734  5540300   6761355   7735574  5022044  4734192  9114515  9192546
             256      16  1981783  3705040  8815202  7120034  9114515  5841722  6936061   7120034   9518507  4281170  5569035  9778562 10758322
             256      32  2019049  4652146 10245071  7314033 10651598  4652146  9114515   7965107  11695808  6398720  6249745 11091721 12228612
             256      64  1881098  4734192  8815202  8815202 11091721  6554972  8271916   8024634  11695808  6398720  7518900 10651598 10245071
             256     128  1842366  5347168  9114515 10245071 12228612  6936061  8534922   8024634  11569783  5022044 10651598 11207494 12812277
             256     256  1686137  5022044  7965107 12661199 13454450  4929815 10148242   7120034  11207494  6936061  7120034 11695808 12812277
             512       4  1652157  3849877  6395018  6652558  5807059  3742527  4620174   5624545   5624545  4420457  4237291  6246213  7513788
             512       8  1803387  4195896  8665997  7309196  6931711  5566231  6472112   7022379   6018636  4620174  4742616  8528336  9304292
             512      16  1791352  5495016  9107004  7211022  8140399  6018636  7647578   7988981   9304292  4660280  5177083  9468384 11374040
             512      32  1933266  4701087  9859630  7435738  9638369  5886650  8992598   6395018  10911694  5398323  5760329  9304292  9814569
             512      64  2057359  6338392  9859630  8665997 12499490  6736026  9304292   9304292  13109944  6909408  6395018  9859630 11683444
             512     128  1889050  6156675 10856530  8701110 12499490  5509113 10641343   8394979  12215097  6736026  7115451  9681823 11138071
             512     256  2178404  6156675  8992598 10044089  8844453  7540170 10911694   7871843  13109944  5214798 10911694 12215097  9304292
             512     512  1391933  5067142  7211022 11138071 11138071  5744919  8394979   6018636  10434519  6104175  5951911  7334159 10856530
            1024       4  1473500  3970183  6441107  6479979  5417427  3748425  4126579   4949226   5330028  4079544  3804877  5917516  6317933
            1024       8  1828574  4854136  8000971  6874084  6093831  4304412  4654248   6569179   7524394  4507705  4392454  7826025  7811791
            1024      16  1868347  4995276  7160597  6787181  8750850  4415030  7319232   7160597   7590887  5096034  4995276  8822754  8988941
            1024      32  1995982  4943530 10769573  8000971  7869040  6244448  9142007   8000971   9765601  5048117  5303701  9677584 10134284
            1024      64  1939207  5991815  9485232  7699755 10769573  6317933  9569770   8199542  12037272  5536137  5601115 10255274 11132462
            1024     128  1889720  5200941 10557785  8542002 11903823  6963241  8914314   8525047  11903823  5564829  5623115 10429596 11249091
            1024     256  1906496  6093831  8750850  7537599  9855234  5500686 10230845   8326715  10906310  5720477  5251818  9402175 10329265
            1024     512  1750329  4674510  7369466  8680108  7537599  5071963  9569770   6733974  10454984  4339202  8391792  9485232  9923546
            1024    1024  1753902  4783849  6402699  9064828  9320560  5660167  9240349   6137371   8680108  5564829  5277632  8525047  9142007
            2048       4  1440103  4301837  5937172  6225466  4923146  3730203  3465352   4911886   5345969  3744839  3677503  5900467  6317030
            2048       8  1734007  4432815  7911115  6649556  6945257  4730646  5937172   5868220   7368238  4453499  4562305  7698414  7670915
            2048      16  1873974  4864597  8784909  6802261  8464610  5362657  7262337   7237860   8531869  5068389  4796687  8866519  8678404
            2048      32  1926510  5083385  9062970  6967792  9621281  5750369  8758039   7911115   9853037  5083385  5403134  9887060  9062970
            2048      64  1988040  6225466  9179186  7470770 10339282  6154104  9653719   8097557  10452512  5674397  5738844 10503637 10726615
            2048     128  2017929  5447681 10240672  7582884 10673302  6261772 10289741   8713618  11129659  5852228  5800851 10389302 10713237
            2048     256  1986660  4623699  9932791  7846081 10834854  6243566 10780463   7999524  12050878  5769681  6003564 10945301 11129659
            2048     512  1965297  4960102  8357547  7616502  9932791  6024617  9697312   7705319  10713237  5769681  6261772  9708272  9944290
            2048    1024  1818820  5416763  7318020  7529708  9024882  5319484  8749118   6280083   8866519  4014352  7846081  8531869  9024882
            2048    2048  1729468  4358590  5953632  8903279  9015410  5144271  8398403   5582208   8565901  5549749  5489457  7589584  7670915
            4096       4  1522119  2686114  6272759  4390677  4399673  4075109  4179197   5367357   5230102  3524939  3530734  6103394  6149271
            4096       8  1785514  4649735  8712759  6745653  7185807  4643451  6060333   6471234   7135072  4540367  4394046  7939654  7877762
            4096      16  1943027  5769304  8586475  7015611  8240513  5738471  7274040   7087972   9124610  5520868  4830139  8463799  8883968
            4096      32  1901520  5032468  9042961  6628532  9247398  5835938  8062616   8066402   9545402  5312585  4587653  8603675  8981502
            4096      64  1891055  5664678  9247398  7024216  9966244  6051794  9227530   8497289  10344298  5549401  5596402 10215133 10419583
            4096     128  1981574  5944991 10036109  7473388 10560492  6151473 10136778   8865630  10065509  5689064  5794602 11633127 11704457
            4096     256  1951413  6077484  9440496  7848969 10580003  6234064 10586522   8603675  12379160  5504946  5689064 10665388 11042425
            4096     512  1946770  5835938  9247398  7024216  9729195  5953231  9287391   7848969  10779149  5299475  5482110  9394037 10041975
            4096    1024  1941270  4928521  8017464  6905631  8902382  5367357  8847367   6321227   8962759  5258919  5802430  8788530  8660056
            4096    2048  1903205  5447345  7314299  7939654  8324363  5424983  8548024   6094733   8865630  3916259  7096756  8373048  8642630
            4096    4096  1808444  4376138  6075335  8360824  8256354  5265366  7642951   5265366   7877762  5292944  5196878  8158335  8240513
            8192       4  1564522  3599082  5361332  5468852  4622714  3538663  3901055   5016894   4801658  3629496  3586684  5329730  5406890
            8192       8  1709796  4528880  6804170  5948908  6643663  4518161  5487193   6379683   6512699  4307455  4304757  8119403  8309879
            8192      16  1758358  4887722  7481208  6127127  7809376  5197511  7103807   7235448   7629045  4818493  4743326  8192973  8317926
            8192      32  1895416  5457560  8366536  6331484  8668371  5744041  7998438   8086916   8668371  5110162  5107124  9671156  9276873
            8192      64  2015256  5254742  8885819  6792065  9393538  6028229  7772279   6050521   8668371  5126172  5155399  8696894  9447779
            8192     128  1893744  5443725  9319649  6838023  9882559  6127127  9571475   8631352   9812005  5756551  5207752  9080735  9660279
            8192     256  1923966  5859631  9296954  6983962 10038471  5979968  8488485   8971666   9798016  5129999  5159270  9246914  9481672
            8192     512  1882435  4620228  7649426  6336155  8971666  5599873  8480105   7678487  10229748  4602281  4643957  7006749  7328036
            8192    1024  1831854  4708228  6563708  5821902  7537004  5195153  8167655   6439465   8895021  4446823  4589372  7447157  7913697
            8192    2048  1842957  4995015  6439465  5068700  6781341  4591825  7537004   6340832   8983394  4958969  5162371  7128863  7656244
            8192    4096  1857202  4740709  5966469  6687628  8030217  5095007  7353127   6063334   8291831  3838731  6150158  7199064  7578564
            8192    8192  1790240  4452008  5025700  6496691  6569983  4368796  5625545   4371019   5761377  4339005  4491583  5806161  5984134
           16384       4  1539249  3575637  4949970  5091536  4036432  2921522  3492055   5022690   4105399  3146524  3208820  4975415  4972175
           16384       8  1625888  4113508  2908661  2283433  3606411  3024650  4820117   6753222   5678917  3926197  3942189  6355378  6424899
           16384      16  1780859  4477770  6827021  5505571  6414703  4363195  6039252   7226930   6455681  4184902  4459464  7285157  7390140
           16384      32  1829796  4490058  7150974  5636067  7053355  5118462  6889995   8249829   7502285  4718834  4600988  7638208  7674033
           16384      64  1887752  3993041  7403675  5670950  7504743  5137595  7570887   9157949   8139412  4972535  4876209  7630575  7952901
           16384     128  1845422  4856223  7553412  5718614  7816309  5094556  7376654   8851261   7695517  4761338  4794893  8094352  7926299
           16384     256  1903596  5371728  7984318  6173255  8709907  5622694  8316724   8914412   8493527  4621721  4731180  8279648  8599818
           16384     512  1889517  4807640  7120594  5651827  7295211  4935040  7252863   7787080   7512126  3928217  4336487  7239873  7599353
           16384    1024  1875695  4423296  6818216  5384355  6731392  4646722  7010899   6706429   9706407  4046414  4203076  6657699  7068591
           16384    2048  1828189  4242255  6203907  5242637  6537983  4545899  6258145   6338379   9271624  3842553  4040466  6084166  6272425
           16384    4096  1696785  3817365  5557667  4929022  6206148  4224781  6437538   5789435   8948074  4142770  4545899  6284471  6616672
           16384    8192  1786879  4161586  5408935  5651363  6655120  4441306  6113394   4864818   6784558  3739875  5002944  5430306  5977266
           16384   16384  1685424  3650668  4156301  5347067  5601611  3819912  5136059   3864160   5455742  3986324  4128087  5416182  5622694
           32768      64  1805394  4682470  7423592  5762928  7073978  4640103  3607245   3286613   5588129  4030963  4355149  7462692  7555407
           32768     128  1809983  4729032  7383313  5752796  7246288  4667205  7395232   8728607   7500158  4441278  4564439  7761489  7781263
           32768     256  1862346  4771224  7633035  5766071  7281608  4713463  7450959   8770941   7545038  4324726  4374834  7688545  7897516
           32768     512  1749593  4569447  6843953  5355987  6821196  4262756  6606433   7826014   6973479  3978570  3955099  6752162  6803974
           32768    1024  1805893  4330994  6313863  5106444  6450471  4373720  6541657   6918716   6590593  3775089  3798355  6320832  6395244
           32768    2048  1813470  4254574  6436274  5175866  6323449  4281613  6452894   6676718   9481291  3708371  3929431  6291895  6217605
           32768    4096  1775839  4281213  6104381  5071584  6216480  4251679  6365034   5515471   9293445  3739753  3931791  6243874  6589013
           32768    8192  1729100  3729503  5402728  5131228  6095446  4163201  5334160   5139286   7526033  3788617  3376728  5405490  6095446
           32768   16384  1710763  3663299  4499879  4665145  5355152  3791335  5344532   4089860   5335196  3284021  4160428  4822452  5093764
           65536      64  1856808  4665447  7466909  5762904  7126579  4450397  7054336   8411761   7114221  4346733  4224613  7719163  7673051
           65536     128  1832350  3120640  7626640  5860960  7507083  4668140  7540651   8928722   7581624  4359210  4457614  7822408  7750286
           65536     256  1864731  4674809  7574730  5808326  7494189  4620743  7533624   8932203   7605328  4126440  4057429  7526817  7647009
           65536     512  1409863  4531317  6808322  5380604  6792844  4402215  6841706   7958062   6813216  3848709  3938484  6948238  6987626
           65536    1024  1793389  4237966  6316737  5054407  6352943  4176980  6395066   6958616   6365153  3696940  3698432  6351621  6311805
           65536    2048  1788989  4251206  6281085  5068480  6330120  4176916  6371940   6828110   6294893  3576307  3544808  6310066  6417611
           65536    4096  1728130  4072277  6204946  5063438  6308908  4128237  6152999   6246259   9037040  3648169  3318266  6219547  6347954
           65536    8192  1694749  4096491  5841033  5103202  6116307  4063728  5652108   5260136   7315095  3405713  3238589  5667257  5511910
           65536   16384  1645435  3438776  4508870  4478384  5445412  3816486  4937204   4205610   5637040  3361483  3179183  4823451  5057569
          131072      64  1769189  4489825  7228321  5760115  6889791  4380007  6909795   5494766   6975640  4172250  4244536  7401845  7399753
          131072     128  1810910  4579283  7359042  5623248  5848851  4495406  7246328   8844802   7107673  4266541  4309315  7417824  7312643
          131072     256  1813772  4593401  7602363  5877679  7287827  4603055  6599091   9360285   7459190  4060720  4066367  7391793  7384346
          131072     512  1766659  4240019  5169656  5178031  6468871  4328383  6587151   8285718   6614096  3758016  3723956  6647607  6666308
          131072    1024  1758173  4052787  6041816  4841283  6030483  4043576  6213699   6270468   6047931  3580216  3471627  6125084  6170735
          131072    2048  1725585  3924674  4981666  5001608  6161675  4114667  6320717   6836584   6155673  3579540  2955600  6278847  6303613
          131072    4096  1748438  4134503  6137735  4998561  6237386  4137895  6163126   6674401   6350066  3545649  3469458  6157672  6184341
          131072    8192  1716250  3938479  5548952  4878011  5838168  3876712  5660652   4731654   6411908  3152363  2918941  5897287  6054392
          131072   16384  1692473  3535116  4646472  4237829  4667142  3565795  4684162   4275300   4853592  2857094  2813549  4689196  5020747
          262144      64  1477693  3727400  5891530  5621920  6952122  3879705  6957445   8464435   7121751  3819674  3773271  7394965  7036252
          262144     128  1593474  4207307  7270036  5783773  7125397  4103500  7252389   9112946   7381660  3903035  3832789  7751402  7723740
          262144     256  1671740  4148962  7681007  5987783  7374184  4075241  7604298   9233944   7656989  3737003  3758130  7731942  7791003
          262144     512  1618083  3936798  6744816  5309141  6649850  3878843  6799582   8253364   6804548  3503238  3467278  6872127  6865819
          262144    1024  1570101  3776757  6265244  5011063  6170555  3786995  6322345   6757708   6341306  3290997  3320585  6274218  6338711
          262144    2048  1605349  3724736  5601242  5013554  5467709  3782188  6414744   7163371   6326311  3370720  3337336  5953352  6368265
          262144    4096  1632013  3863360  5409949  5123998  6265565  3842178  6414894   6739441   6301222  3246041  3011801  6140642  6208990
          262144    8192  1558090  3652610  5820361  4875195  6017177  3606128  5928858   5819467   6285696  2955733  2873189  6057754  6261783
          262144   16384  1545441  3354800  4918177  4521598  5508635  3605644  5031265   4277592   5061187  2468999  2544401  4894946  5289017
          524288      64  1486127  3794842  7582556  5892853  7093399  3350194  7251045   8788822   7364104  3554977  3456655  7714901  7791605
          524288     128  1633194  3907493  7758835  5965332  7476166  3589217  7499163   8762521   7703550  3692537  3687571  7974907  7776670
          524288     256  1541643  3882553  7599904  5803890  7550014  3789225  7608423   8872724   7809674  3555023  3578610  7964999  7952181
          524288     512  1530325  3716852  6300406  5377586  6645224  3550328  6631357   8139351   6858641  3199375  3285734  6991817  6998805
          524288    1024  1545332  3689154  6335876  5142496  6403197  3591527  6582644   6949174   6510227  3222419  3311593  6150515  6410327
          524288    2048  1519159  3694019  6512251  5136958  6471164  3576881  6620795   7120271   6601972  3222976  3231995  6204519  6539285
          524288    4096  1489530  3556087  6476061  5209476  6545027  3629848  6718127   7178683   6672101  3199199  3145515  6618803  6639747
          524288    8192  1557655  3548988  5968327  5134536  6472840  3516542  6184244   5789145   6060155  2816423  2758565  6413225  6489918
          524288   16384  1472139  3169627  5196268  4604109  5311819  3240907  5303927   4307335   5467380  2441843  2453060  5093281  5434506

iozone test complete.
