	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 17:53:59 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
           65536   16384  1689686  3657538  4711104  4412887  5112884  3672147  4930827   3800078   5100456  3202182  3116006  4757252  4943153
          131072      64  1524238  4559534  6994989  5659894  6800474  4277496  6155052   8450786   6893420  4127085  4015195  7307394  7394378
          131072     128  1792336  4508826  7320043  5582761  6971217  4419621  5200268   9337550   7259533  4205604  4255148  5259472  7432567
          131072     256  1808688  4511157  7359042  5696549  7288599  4543068  7166695   9356302   7393483  4084008  3982127  7419026  7441319
          131072     512  1768256  4398968  6568028  5219078  6485431  4304625  6481684   8448059   6585257  3743838  3144951  5269857  6817763
          131072    1024  1795069  3419925  6008076  4832516  5983423  4038348  6025988   6972985   6051060  3577001  3572909  6060866  6159949
          131072    2048  1768233  3948663  5821538  4881996  5958908  4012733  6070906   7034370   6047465  3505161  3547090  6141232  6247451
          131072    4096  1600328  4002800  6111127  4898221  5992946  4095600  6143222   6468871   6308242  3488745  3391255  6177392  6319482
          131072    8192  1704976  4082856  5683710  4896781  6044606  4090116  5855891   5581344   7371475  3311307  3215927  5669701  5968936
          131072   16384  1653924  3428157  4633471  4350958  5270666  3808127  4847900   4302671   5324057  2880567  2845308  4666310  5049384
          262144      64  1430199  4104542  7467032  5930745  7284196  3955692  7192282   8800049   7295990  3826360  3848606  7678485  6480875
          262144     128  1692265  4078219  6454358  5791328  7257751  4065762  7398697   8836258   7365885  3960594  3539620  7607192  7606770
          262144     256  1606874  4205810  7445593  5816758  7415663  4074426  7524675   9388804   7646021  3655354  3693369  7604298  7731289
          262144     512  1627537  3858357  6750199  5318386  6580442  3890880  6738739   8251072   6830757  3445137  3447276  6897952  6887625
          262144    1024  1645948  3825242  6277406  5109734  6350683  3790297  6340685   6682912   6412537  3372023  3327378  6437730  6432645
          262144    2048  1643269  3820125  6243436  5050539  6306101  3768718  6409098   7023084   6431705  3304925  3336263  6407977  6390956
          262144    4096  1643493  3810012  6318676  5073518  6303497  3768266  6424001   6643462   6447697  3281763  3242146  6365795  6423701
          262144    8192  1541236  3737968  5946172  4970491  6237238  3742078  6056220   5751040   6262532  2937774  2924965  6155356  6335497
          262144   16384  1555861  3284145  4798347  4313775  5412505  3467749  5122923   4419670   5640783  2575060  2365646  4799415  5543547
          524288      64  1443552  3906126  7638446  5130523  7108417  3572413  7288754   8919040   7331670  3577661  3511993  7780495  7805738
          524288     128  1401225  3870853  7626128  5920140  7321126  3570278  7521530   9381746   7616936  3596308  3598385  7850267  7848978
          524288     256  1523305  3789081  7770323  5913597  7606871  3625934  7688171   9091501   7754485  3498800  3489483  7924185  7747600
          524288     512  1461711  3561478  6836997  5393797  6652965  3656581  6742123   8207766   6922943  3332430  3408007  7115272  7020635
          524288    1024  1513320  3718455  6410477  5152968  6413468  3613612  6535534   6875196   6564507  3302938  3252022  6022843  6626501
          524288    2048  1584156  3780262  6512328  4906630  6358998  3630579  6624745   6943184   6608936  3131049  3264860  6426344  6083930
          524288    4096  1534935  3566075  6337648  5117354  6391732  3566561  6353762   6778472   6456591  3120501  3154979  6532855  6478618
          524288    8192  1438592  3701418  6078061  4993367  6230395  3665192  6224787   5773899   6201877  2981634  2873549  5556838  6440800
          524288   16384  1407926  3163298  5244975  4544762  5531510  3268830  5345845   4540389   5556964  2538470  2518967  5163822  5496612

iozone test complete.
