	Iozone: Performance Test of File I/O
	        Version $Revision: 3.489 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov, Sudhir Kumar.

	Run began: Sat Jun 29 18:03:56 2024

	Auto Mode
	Command line used: iozone -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
             512      32  1842059  5684095  9638369  7513788  9638369  5822804  7988981   8109658  11374040  5744919  5551840  9304292 10434519
             512      64  1985091  5331314  8955098  8528336 11374040  6821616  9304292   8265729  11683444  5822804  6319739 10235583 11620224
             512     128  1902438  6104175  8808176  8265729 11620224  6319739  9510316   8394979  11943357  6395018  6931711 10044089 11877300
             512     256  1968713  4827914  8528336  9638369 11620224  6909408 10044089   7309196  10911694  3437042  8528336  9510316 11943357
             512     512  1662389  4340054  7309196 11683444 11374040  6736026 10044089   6395018  10044089  6414119  4827914  8992598 11138071
            1024       4  1464956  3791442  5885083  6093831  5479632  3835457  3955557   5194651   5356618  3955557  3643490  6172653  5853003
            1024       8  1805514  4715569  8391792  6830356  8542002  5390231  5925680   6692005   7577494  4679604  4300102  7941793  8525047
            1024      16  1903117  5169641  8895850  6929538  8822754  5536137  7220790   7208671   8680108  5169641  4832290  9569770 10039528
            1024      32  1964935  5536137  9402175  6529233  9677584  6609617  9300377   9064828  10769573  6093831  5071963  9064828  9946527
            1024      64  2183727  5885083  9464330  7644933 10796646  6364746  9655828   8525047  12037272  5417427  5885083  9832672 10662628
            1024     128  2004366  6163794  9240349  7631350 10990032  6479979 10329265   8680108  12313351  5336651  6355328 10662628 11368190
            1024     256  1920993  6280976  9677584  8391792 10454984  6441107 11018226   8542002  12348754  6327241  6918376 10557785 11132462
            1024     512  1950656  5720477  8061038  8542002 11489839  6733974  9832672   7101400  10454984  4470172  9064828  9946527  9464330
            1024    1024  1715375  5065980  6317933  9220512  9485232  5720477  8610501   5630486   9220512  4972145  5356618  8457895  8970167
            2048       4  1394287  3901313  6149699  6523312  5991003  4016229  4394265   5222461   5416763  3683812  4079167  6401772  7159438
            2048       8  1206823  5147354  7183386  6340344  7444871  4818211  5991003   6007763   7470770  5083385  4374126  7969835  7903836
            2048      16  1828499  1745990  2723672  2440457  3108009  1919621  2602375   2056087   4878411  3470953  3664951  4136128  4130162
            2048      32   851854  4945823  8464610  6303124  8292998  5041616  7874853   6543188   8793903  4839929  4911886  9664580 10889797
            2048      64  1984365  5416763 11015480  8221561 11502234  6518362  9483197   8574451  10780463  5723548  6075753 11642543 11706006
            2048     128  2011785  5349298 10289741  7940367 11900619  6990474 11305435   9431138  12488897  5735012  6498636  9853037 10607402
            2048     256  1933883  5293261 10143926  8190205 11900619  6967792 10568250   8643474  12327589  5461535  6020395 10660056 11001372
            2048     512  1892971  5970183  9053418  8120522  9853037  6041567 10673302   8067138  10084382  6303124  6498636  9708272 11015480
            2048    1024  1959916  4796687  7419150  7609754  9101380  5475461  7019034   6202989   8643474  3836837  7343043  8678404  9268323
            2048    2048  1773019  4796687  6261772  9024882  8325147  5578583  8758039   5655716   8261095  5640860  5389574  8357547  8940345
            4096       4  1457674  3867766  6149271  6330545  5286429  3700320  3956848   5101205   5198450  3911800  3713919  6724530  2245791
            4096       8   697806  3650781  5996870  5007531  5556581  3631489  6005255   6131713   7237268  4556020  4334185  7784948  7845385
            4096      16  1857522  5589120  8902382  6826060  8328399  5454263  7289472   7351860   8480511  4824714  4952675  9000323  9247398
            4096      32  1946770  5934722  9614850  7099689  9524234  5859825  8240513   8123615   9023961  5190597  5312585  9868918  9966244
            4096      64  1937548  5867831  9332798  7326777  9779037  6066754  8377131   8586475  10112910  5549401  5506711  9868918  9823772
            4096     128  1966378  5051705  9636422  7038605 10451277  6140479  9823772   8811067   9801354  5306022  5713661 10502389 10895362
            4096     256  1877005  5587302  9038203  7149920 10606129  6103394 10112910   9368423  11866142  5504946  5721272 10190895 11014108
            4096     512  1963681  5784846  9124610  6552685  9524234  5767368  9729195   7816828  10665388  5038371  5319164  9163546  9327731
            4096    1024  1921082  4779081  8077780  6883496  8981502  5696610  6122971   6503078   9139172  5339001  5891980  9183139  9658092
            4096    2048  1903205  5050220  7585581  7728911  9394037  6051794  8847367   6263611   8730470  3954116  6872481  8308260  8328399
            4096    4096  1724746  4882301  5928578  8312280  8712759  5284803  8535284   5225329   8962759  5918366  5611025  8569343  8752710
            8192       4   853068  2225543  2341250  2322733  3212449  2400293  3472853   5110162   5316535  2294656  1480333  4953250  5657967
            8192       8  1723864  4503356  7634130  6248582  6798785  4673646  5780764   6725591   6769317  4430195  4345590  7627351  7685357
            8192      16  1825722  5123115  7884642  6445505  7899143  5145363  6901200   7224798   7543623  4708228  4418232  7530397  7839667
            8192      32  1896776  4929091  8943642  6786699  8788093  5546540  8507400   7985426   9102385  5129999  5085204  9437399  9547539
            8192      64  1929367  5721087  9437399  7105276  9750747  5814021  8856046   8579626   9373038  5407741  5368033 10026754 10291026
            8192     128  1916668  5847664  9339916  6861236 10026754  6145757  9919649   7930135   9977258  5393311  5513608  9224572  9396107
            8192     256  1912188  5724900  8752276  6793408  8808369  5407741  9437399   8790341   9857043  5098030  5339669  9753515 10202411
            8192     512  1918487  4799646  7992856  6415419  9032989  5814021  8650911   7846828  10922396  4782278  4902367  8962305  9131414
            8192    1024  1926663  5197511  7440706  6272536  8216483  5257958  7959528   6563708   9030615  4493932  4864885  7832518  8224350
            8192    2048  1875449  5110162  6930432  6389174  8079310  5305863  8315913   6548696   8974009  4749227  5204597  7055669  7359427
            8192    4096  1828539  4381051  5914094  6356080  7439095  5091232  7537004   5847664   8524285  3619936  5780764  6404656  6937429
            8192    8192  1728287  4316113  4955393  6861236  6995337  4277426  5834754   4490996   6606618  4563770  4760413  6675934  6919267
           16384       4  1512551  3764665  5293522  5382668  4462939  3088403  3463193   5181367   4295824  3283958  2838614  4286713  5137595
           16384       8  1709320  4325296  5042962  5343741  5559465  4005844  4940717   6595715   5671418  3758694  3764871  6113394  6206148
           16384      16  1767257  4478938  6775862  5490615  6460536  4585331  5931862   7553412   6577407  4280039  4375975  7059152  7007325
           16384      32  1815199  4918791  7145026  5582498  6968951  4874480  6812133   7911698   7393320  4543494  4475437  7099261  7451038
           16384      64  1828189  4726949  7242926  5811959  7508843  4985884  7314624   8216292   7802110  4681225  4728576  7638208  7768594
           16384     128  1838215  5215976  7772988  6102536  7945545  5457909  7758070   8799127   7623802  4588087  4588087  7628034  7992676
           16384     256  1852586  4808986  7313846  5789435  7437329  4548607  7227690   8655057   7201936  4348286  4366799  7390140  7512126
           16384     512  1846116  4701401  6912867  5544663  7211005  5048891  7349829   7926299   7536843  4313622  4409106  7440550  7794146
           16384    1024  1862275  4509801  6511962  5386043  6846747  4713332  6998761   6764523   9454025  4237024  4428142  6722831  6709048
           16384    2048  1766667  4387710  5838624  5312756  6649324  4645466  6684900   6553571   9111806  3994202  4242255  6028127  6424899
           16384    4096  1837183  4100010  5931862  5538853  6556072  4547403  6514431   5366694   8520909  4013799  3980552  5808029  6328456
           16384    8192  1803622  4249075  5296786  5320984  6161631  4251178  5966886   4821470   6412309  3591521  4899502  5396617  6039252
           16384   16384  1653786  3650668  4300125  5383933  5249445  3609632  4943916   3839762   5212811  3712799  3877679  5302099  5476176
           32768      64  1779149  4571423  7184545  5589038  7091132  4771058  7324293   8844316   7376973  4481392  4510364  7576232  7805569
           32768     128  1818124  4749624  7275056  5728578  7187550  4655821  7243233   8749723   7283538  4320104  4549782  7842985  7867678
           32768     256  1849440  4763451  7192440  5528561  6724412  4452790  4143620   7828243   7307937  4207039  4435975  7616960  7796271
           32768     512  1820556  4499732  6506661  5258847  6605163  4276683  6440195   8000029   6743879  3884233  4119155  6870983  6973479
           32768    1024  1835117  4219438  6204973  5067844  6254672  4171541  6228312   6098422   6359144  3089015  3771567  6179307  6273801
           32768    2048  1831425  4275619  5991547  5048113  6090854  4237390  6435370   6774461   9224830  3770325  3861425  6189603  6445329
           32768    4096  1827140  4356253  5933093  5058331  6229723  4160554  5899982   5881048   8773741  3440204  3429731  5964506  6317346
           32768    8192  1727991  3878314  5021186  4856705  5823238  3937987  5988415   4738652   6869610  3761245  3770325  5309843  6086269
           32768   16384  1689605  2596479  4435259  4756692  5362047  3832567  5233615   4086212   5336853  3226811  4248393  4928988  4911199
           65536      64  1762571  4452487  7382680  5742198  7019747  4433528  7049813   8388145   7153843  4188436  4306149  7339706  7538170
           65536     128  1822268  4714174  7665989  5851478  7306928  4569204  7318405   8790802   7465895  4292364  4405531  7741991  7688289
           65536     256  1824142  4608117  7431983  5745798  7314316  4608040  7197866   8649179   7495006  4223445  4229228  7565973  7527641
           65536     512  1808933  4372246  6736905  5391686  6841025  4408711  6643927   7851454   6856553  3864563  3891646  6913809  6913809
           65536    1024  1812427  4187351  6250520  5034227  6212518  4128795  6294893   6144884   6337563  3635864  3697786  4357483  6174561
           65536    2048  1854066  4231963  6076018  5057941  6317317  4153940  6065962   7090365   3923811  3426516  3436411  6227861  6305145
           65536    4096  1780772  3663875  6185537  5062226  6221377  4150490  6342389   6595148   9050728  3421866  3282719  6140354  6282807
           65536    8192  1748745  3745348  5198753  4811799  5699218  3832503  5487372   5315984   7230431  3279586  3282719  5725095  6139120
           65536   16384  1635333  3663289  4632814  4369674  4955093  3534824  4648955   4070829   5556703  3166292  3198902  4708683  5058686
          131072      64  1725428  3471824  5696549  4823443  6208436  4249655  6809318   8462754   6941641  4120465  4232087  7325408  7260780
          131072     128  1799376  3529804  7247570  5567609  6933849  4296316  7072378   8973875   7205394  4212500  4149545  7357466  7389706
          131072     256  1799152  4508530  6889101  4274602  7020805  4470257  7208134   9301215   6957894  4037696  4021746  7045368  7283482
          131072     512  1780557  4329099  6346694  5042576  6300940  4200366  6410039   8031400   6421345  3701964  3662138  6474356  6262396
          131072    1024  1778282  4025309  6007550  4906308  6068426  4069678  5657681   6976702   4673291  3587084  3604440  6120856  6151333
          131072    2048  1795163  3398467  6028565  4917323  6028764  3983108  6009980   6789891   6091557  3504602  3426811  6038233  6103460
          131072    4096  1775228  4029764  5944025  4799566  6063674  4064232  6036045   6645598   6218759  3550549  3260250  5715917  6115682
          131072    8192  1704310  3910381  5275622  4700784  5849100  3955937  5858450   5505165   7420327  3218544  3265692  5801939  6060532
          131072   16384  1686006  3517001  4579245  4369945  5325295  3771966  4785070   4204125   5308275  2865717  2910442  4090268  4930863
          262144      64  1393708  4100225  7436729  5764699  6962115  3912604  7297782   8733157   7098211  3766975  3809682  7531994  7591959
          262144     128  1667053  4104067  7529209  5760894  7266625  4032850  7382007   9329295   7435221  3827146  3809734  7608929  7543725
          262144     256  1633885  4106258  7305685  5702866  7240354  4017643  7418215   8933758   7505926  3718186  3686978  6510963  7583215
          262144     512  1550101  4026352  6696752  5286855  6715608  3948476  6755964   8249958   6787954  3474356  3487160  6823805  6829697
          262144    1024  1567998  3556818  6245386  5037743  6183082  3767298  5228230   7121336   6329078  3352611  3363502  6352848  6451820
          262144    2048  1640954  3828932  6327840  5078251  6321146  3857505  6490171   7061695   6446260  3306316  3326704  6430915  6502069
          262144    4096  1642764  3761138  6297432  5053975  6310190  3859549  6383461   6838234   6425578  3282047  3254458  6440747  6499032
          262144    8192  1605164  3736419  5423023  4908516  6184543  3780887  6099797   5609043   6195031  3020646  3009344  6081948  6248687
          262144   16384  1550661  3308226  4900443  4442061  5434388  3553244  5015567   4432070   5733826  2607487  2403998  4895578  4635772
          524288      64  1551451  3836861  7560813  5895049  7119695  3325923  7238348   8460228   7321321  3604218  3613808  7641897  7807345
          524288     128  1581532  3794875  6726800  4989742  7132696  3601031  7525957   8839377   7523795  3528917  3522846  7774031  7789866
          524288     256  1549292  3820057  7685941  5896171  7463606  3636421  7587160   9483707   7657731  3513828  3494552  7861437  7864276
          524288     512  1535880  3708991  6909891  5434896  6719318  3624028  6846619   8720544   6945772  3366730  3301807  6928505  7061191
          524288    1024  1539148  3598827  6339182  5120702  6292167  3562632  6333887   7194631   5967922  3260619  3230561  6632437  6508377
          524288    2048  1558937  3650165  6274608  5054647  6336424  3492371  6409393   6939613   6444216  3157679  3134361  6671433  6681040
          524288    4096  1491653  3522214  6331662  5107880  6291933  3541648  6413375   6765271   6431080  3095899  3104575  6491700  6554254
          524288    8192  1499717  3566757  6208198  5116401  6323578  3509291  6402265   5868587   6353395  2889004  2703782  5948630  6485726
          524288   16384  1444251  3160570  5058984  4512994  5596692  3204247  5291776   4377779   5565149  2491328  2514063  5397570  5641634

iozone test complete.
